GeneSymbol,logFC,P.Value,adj.P.Val
CYSLTR2,0.009012555114273686,0.18614706253172442,0.21351560091056276
FLJ22374,0.006268811158723855,0.18618027098337844,0.21353899343843474
OTX2,0.010429379050816222,0.18658162048364454,0.2139845921362321
C19orf22,-0.008849101478013162,0.18669367279443452,0.214098366488642
TSHZ1,-0.012244038596468044,0.18675536660130831,0.21415437854694477
DAGLB,0.008415018724892136,0.1869372629817548,0.2143482109907082
ATP8B1,-0.009405756919794526,0.18698581408393256,0.2143891293446162
LOC348751,-0.03081258221836327,0.18737944243104412,0.21481088529656847
BCL2L13,0.007074201910283531,0.18737366856157786,0.21481088529656847
CLP1,0.007898584366356064,0.18763400789113785,0.21508792099456014
DIP2B,0.010174778084464077,0.18785079877908184,0.21532161995148025
DKFZp451B082,0.017602861604752423,0.18787263744777408,0.21533184059630697
TNNC2,0.008680688581206082,0.18804346270123726,0.21551281034755282
ASB11,0.006816929270885556,0.18860220385165244,0.2161383071992254
SGSH,-0.013299324146154291,0.18889961311170567,0.21645595619835714
KRTAP2-1,-0.011645564689960673,0.1889053631176613,0.21645595619835714
GCA,-0.014568421990034927,0.18942922603889453,0.21704129694115362
CD36,0.02044619762249845,0.18982999783646368,0.21748553344426474
TMTC4,-0.021303552308713808,0.19013370477740554,0.217818510684084
MATN4,-0.005671583404904451,0.19034413515953202,0.21804459120770206
HES3,-0.013483903408013163,0.19043167211153433,0.2181298724269046
FAM128A,0.006536419590532156,0.1904663285881545,0.21815457416956535
HSPA12B,-0.01488480356535854,0.19084254507211362,0.21857045849358772
MUC2,-0.004571711261227244,0.19106574854419442,0.2188110531056598
C9orf84,0.010234578013051172,0.19137135541218506,0.2191459776380327
AUTS2,0.007766329531680708,0.19167387317876358,0.2194773189480462
ZCCHC4,-0.008032509425504618,0.19183404691880454,0.21964563404252846
ZNF212,0.005231609558923572,0.1921722013054752,0.22001769581274053
HRB,-0.00964955983420239,0.19237632094061008,0.22023626079653244
FLJ40194,0.012068249081859474,0.19241306040491626,0.22026318874682452
AFAP1,0.007718415663032666,0.19254976841666696,0.22040454326798586
PDGFRA,-0.015742729608434352,0.19276478395656016,0.2206355079230798
LOC401463,0.008928913651510176,0.19281559315989705,0.2206785057978382
HBM,-0.00930168235133963,0.19325906008801633,0.22117086582698334
GNAT2,-0.020899897883527835,0.19333473877874008,0.22124228038792232
TLE6,-0.0068270999918985005,0.19356234394923627,0.2214875300123651
P4HA3,-0.005839277711331415,0.19358954511868498,0.22150344547224435
LOC729733,0.006599039011327304,0.19371038995097778,0.2216264976411324
LINGO4,0.007228356290137454,0.19383442624011496,0.22175318404951777
FAM9A,-0.009212081648672682,0.19422715182671868,0.22218722166818425
APLP1,-0.019195548245264017,0.19454777856135932,0.2225387274812254
TLCD1,0.02022691374043476,0.19472357553249117,0.22272452897751616
OR1B1,0.006599514443628527,0.19483095705081607,0.22283205684933416
URG4,-0.006845520665407643,0.19531791894661288,0.2233736738265292
ASB5,-0.009183529216024246,0.1955560125385991,0.22363061988355856
STAMBP,0.009936062195905076,0.19560882205910404,0.2236603136265205
RAPGEF6,-0.010732960900123281,0.19559613793786074,0.2236603136265205
LOC126075,0.007687797055779739,0.19584643462959797,0.22390684847600303
LOC401324,0.010502734803051167,0.19585130961271124,0.22390684847600303
MYST4,0.008062744422492288,0.196176839700502,0.2242482409637238
PLEKHA8,0.005282152592608044,0.19616737933164638,0.2242482409637238
SHPRH,0.009962278277948843,0.19625395586590752,0.22432100422179044
RAB39,0.016323097834234645,0.1963526486320821,0.22441841816220962
LOC751071,-0.006323092828046023,0.19737755918038186,0.22557435334900783
KLHL1,0.009721360379697959,0.19757870411481618,0.2257887481394388
FBP2,-0.00785584893869137,0.1977554417230986,0.22597522326501512
PTER,-0.019388539196096136,0.1980716877344277,0.22632107819572841
FUT7,0.012313579104148122,0.19884760778641258,0.22719208338380387
FRG2,0.02887112330919664,0.1988895984334019,0.22719332796094113
GDF6,0.005293927049652765,0.19888299850081623,0.22719332796094113
XAF1,-0.010176764039825559,0.19887416313253922,0.22719332796094113
CASP8,-0.013228362089256422,0.19908504881249778,0.22740100441507044
PCDHB1,-0.010611698493890289,0.19919923146040433,0.22751583228623562
LOC157860,0.007377503261717697,0.19956606314335745,0.22791918828187982
LOC56854,-0.006155686651011711,0.19981446795876406,0.22818724602966314
C10orf44,-0.006348769846232373,0.19987635908604917,0.2282422838216901
PTPN22,-0.005274973296499383,0.20000845781699483,0.22837747985901066
KRTAP3-3,0.011773136119116498,0.20010893167069985,0.22847654932240782
MARCH2,0.011980402106724894,0.200134637917543,0.22849024433118226
MNS1,0.00887657599917403,0.2004010990781217,0.22877878434183874
SRBD1,-0.009902834156492707,0.20044752890818732,0.2288161132844248
BEST2,0.0065267937084415445,0.20047720903728294,0.2288343181996906
PPIL6,-0.01028624113572221,0.20050255959583488,0.228847578979794
PRM2,0.009397647929975335,0.20053453324376336,0.22886839682035973
ELA2A,0.011763460546249854,0.20058015634513546,0.22890478875053674
LOC285178,0.026587351247585767,0.20076051403045106,0.22909492609761256
RIN1,-0.011550347951565648,0.2009229998396555,0.22926464457189943
ZNF776,-0.005267280061769877,0.20123375420876574,0.22960351113556127
ZNF460,-0.011935985278387101,0.20165533626771065,0.23006877472032936
CREB1,-0.010982604575995685,0.20254738005562747,0.23107068811165718
OR52K2,-0.0049192200647031024,0.2028299129463256,0.2313771679447953
SERPINB12,0.005695166421099247,0.20297756695116584,0.2315297539649687
FLJ36208,-0.009295212783517566,0.20301698742836313,0.23155886916538282
CDC42BPB,-0.00763170780144852,0.2031792346046989,0.23171220677885998
STARD13,-0.00666780254193353,0.20316801413870794,0.23171220677885998
C20orf149,0.026771431013868932,0.20481259144633177,0.23355895598861787
GLUD1,0.016195075548058154,0.2050327795996144,0.23379404949007626
ADH6,0.018284658221614965,0.20531981669615929,0.2341053318799041
WHSC2,-0.006012412894753776,0.2057187216432606,0.23454411449529933
TBC1D12,-0.01842558962551881,0.20611409597505104,0.2349788120221831
FLJ36070,0.007818177780343126,0.20631824828512227,0.23519546377228606
LOC253039,-0.016797085034618867,0.2063874372305543,0.23525824297215658
ZNF407,-0.007233218311945545,0.2064977287897716,0.23536786269170681
CACNA2D2,0.009854819539753446,0.2065444512090897,0.23540501572726016
ARMET,0.015768763497854943,0.20659963408318976,0.23545180566011997
ARFGAP3,0.01512310546592563,0.20685856014190365,0.2357307697602874
LOC642587,-0.004049137990399829,0.20689541780780518,0.2357457177863354
UNQ2963,0.010172309354427783,0.2068999713529258,0.2357457177863354
MCART1,0.01612110050398191,0.2071796505532768,0.23604824947489433
hCG_1982709,0.007367018287846727,0.20724697661869734,0.23610881372625778
SEMG2,-0.005118464753628312,0.20729467621069037,0.23614701151045558
OPRS1,0.009899770869501744,0.20737125985618574,0.23621810610728547
ATP7A,-0.008931421839964454,0.2074292180762941,0.2362679760781521
DNAH7,0.010824477192272447,0.20745309275630652,0.23627901973146687
C14orf4,-0.014269117750639014,0.20820644350249098,0.2371085204063168
MRPL49,-0.007111071079554141,0.20820985232270967,0.2371085204063168
LOC554235,-0.007170099622069038,0.20825042727556387,0.237138521260079
OR6C74,-0.004828119481006781,0.20857819352824208,0.23749552558624026
MUPCDH,-0.004360491750519826,0.20909801364482974,0.23807114644557548
TOP1,0.006775816007986435,0.20933169004609567,0.2383088980054067
EPB41L1,-0.010936323312740914,0.2093354326094061,0.2383088980054067
MICALL1,0.012260744075604305,0.2095322549144162,0.23851666752468284
C7orf20,-0.0066334285118759065,0.20962606736132844,0.23860715754844106
SLC30A8,0.008421109919681521,0.20976964997409228,0.2387542823009544
SCOTIN,0.006693492940073969,0.2100394245128171,0.2390450054693064
RBMY2FP,0.010392012307600167,0.21017862693064038,0.23918709548399858
LOC283392,-0.01152991788808156,0.21029620810307803,0.23930456240301096
ITGAE,0.005671633154951724,0.21040588776822203,0.23941302244927634
TMEM34,-0.006357722364766796,0.21045941619378059,0.23945757964312164
CCDC144A,-0.007411730332841506,0.21094820027652503,0.2399973243263476
NAT8,0.004295385970947092,0.21153331723718813,0.24064658645825387
ZNF335,-0.007539812505839329,0.21159531076912896,0.24070067981819682
C2orf7,-0.006010235594506891,0.21171710767253446,0.2408227905976187
LOC728145,-0.004851407757120611,0.2123152599834396,0.24148668980711474
C9orf14,-0.01680472799558866,0.2124718284063039,0.24164827658767735
C3orf16,0.019073135339200742,0.21296717509837138,0.2421951140271112
COL11A1,-0.008481736806638572,0.21300296684513428,0.24221928753291372
C17orf46,-0.0181535257776577,0.21317739923674442,0.24240110412017118
JPH3,-0.011856317454448326,0.21329191543910428,0.2425147706657501
NDST4,-0.011690079650679485,0.21333947264596995,0.24255229393275862
DEPDC7,-0.017529546128715844,0.21346050210226813,0.24267333927085527
OR2AE1,0.0066845424921019095,0.21356093160259623,0.24277095055772316
NAT8B,-0.0038703740453194975,0.21364687861955847,0.2428520863107996
S100Z,0.010897209453188434,0.2137145626607099,0.2429124529144035
TNFRSF13B,-0.005091784586047157,0.21373421739521695,0.24291822388991235
LOC284167///POLRMT,0.004877266130503391,0.213813721953824,0.24299201136455864
BPIL1,0.006461662580686254,0.21391290097495158,0.24308814660710537
ARNTL,0.010311152972118348,0.21396355019513064,0.2431291237948624
OR8B2,0.010875417918422062,0.2139795946889544,0.24313077634642957
CBLC,-0.014799825610655439,0.2142635077717223,0.24343676917624463
SPATA12,0.005788807112038009,0.21465496201744969,0.2438648954907814
LOC51039///DMN,-0.016593104103513487,0.21468261391047058,0.2438796835642567
VN1R5,0.024289804725021583,0.21492671430640428,0.24414033859590464
CRISP3,-0.005172188426224062,0.21498710848614297,0.24419229608159543
YTHDC1,-0.01766416654309104,0.21548227429369698,0.24473804653967873
C1orf185,0.018581728351238953,0.21573504840723906,0.2450084404455961
NKX2-3,-0.00675524328615161,0.215809230992477,0.2450759864562244
C13orf30,-0.0061516634177207555,0.21590430632548396,0.24516724774159215
LACE1,-0.007880913525693445,0.2163640047963183,0.24567251130593132
CST11,-0.006375407803338812,0.21641605438308262,0.24571486885873742
LOC646324,-0.008455108185405794,0.21666866831071838,0.24598492224620597
IL20RB,0.00671973235795463,0.2172953785748993,0.24667962317406647
ISL2,-0.01108634212727902,0.21734190159320912,0.24671562998291804
AQP9,0.019268467817976163,0.21767311657507699,0.24705794950327498
FNDC1,-0.006419044066587321,0.2176701806559339,0.24705794950327498
OR2T8,0.006763555894405172,0.21810603931421493,0.2475324551612121
ZNF747,0.008129781312731447,0.21822705935946063,0.24765293633656035
GAN,-0.0060261420392305354,0.21859631582458694,0.24803917575605103
MGC42105,-0.009262399692868295,0.2185971756573071,0.24803917575605103
FAM62A,0.007432531085720152,0.21877447625969126,0.2482234542378631
LOC644451,-0.0057015264188966484,0.21926298288503263,0.2487607806914613
CXorf31,-0.006070653166348878,0.21932757344735113,0.24881712056141733
RPS7,0.007270092913182865,0.21942805296693849,0.24891416437311525
TCAM1,0.009132893776600265,0.2199407894823061,0.24947881804731803
CDC20,0.012405452860066973,0.22041483847382268,0.24999951458806025
FLJ16793,-0.005815016105955415,0.2206144652242104,0.2502089054989616
OR12D3,-0.013442834156509143,0.22065044779170243,0.2502326842249169
CCL11,-0.013721536310739677,0.22075144174997308,0.25033018205658736
ANKS6,0.007509286889206905,0.22079547276242423,0.2503630755384484
BRSK2,-0.011680740858389133,0.2214599377573932,0.25108938100466005
CCDC28B,0.005065245431629339,0.221466137902454,0.25108938100466005
FBXO6,-0.006823880006905694,0.22165378481620487,0.25128503096654453
CRK,-0.012671669624121223,0.22210350854985078,0.25177774601868796
SLAMF9,0.03793545083720158,0.22223133937606704,0.25190551930907973
IER5L,-0.010638069828169304,0.22229463210190942,0.25196012442839194
EME1,-0.010085603527269364,0.2228504359505077,0.2525729214908019
GMEB2,0.006262412091545093,0.2228850284012832,0.25259494785629644
MTSS1,0.008551569820137661,0.22327147713500328,0.25301570180059124
LOC285216,0.01187375527153893,0.22340037296282478,0.25314455426713667
BPY2,0.004172461240427367,0.2244055898480567,0.2542663187072834
NINJ2,0.02413084244617944,0.2247130133455843,0.2545973384818342
STARD4,-0.008829072121059173,0.22518204570745962,0.2551114018403091
HIST1H2AB,0.00980673461273475,0.225514290443996,0.2554704375226886
PCM1,0.011624668177384431,0.22557607726744563,0.25552306108250383
FYTTD1,-0.0075088168647215875,0.22568089867197366,0.2556244219324204
SRCRB4D,-0.006610789490874253,0.22569631756210398,0.25562451137462794
C1orf20,0.0147235080354284,0.22573965129990495,0.2556562151190442
PHF20L1,0.006897408250517569,0.22612154065539727,0.25607131182341425
CCDC67,0.007335165333922335,0.22632423366882726,0.25628343502700035
HIBADH,0.007176854720117115,0.2269030847144635,0.25688654145538553
PCP2,-0.008576245904769178,0.22689767900707497,0.25688654145538553
KIAA1627,-0.007644629848501125,0.22689974181442515,0.25688654145538553
KLRC1,-0.018076960409568518,0.2271430852695424,0.25714078620459613
CAPN7,0.011570313558701445,0.22729865591602916,0.25729942274198153
KIAA1655,0.009062827088964446,0.22734101843185556,0.2573298961519115
NLRP1,-0.0045185071884371875,0.22749004475277224,0.2574810912015348
CRHR2,-0.006456586707865822,0.22771430056370598,0.25770440484083207
ZER1,0.008269099715354434,0.2277182766011313,0.25770440484083207
LOC283761,-0.006300278546396138,0.22798786326305728,0.25799197021700304
SCGB1C1,-0.008273823928479557,0.22867512893936387,0.25875211167553197
CDH3,-0.013814487289083624,0.22911615714831107,0.25923354445406405
TUBB2B,0.024334368983831935,0.22920139397267594,0.25931237892325837
DEPDC1B,0.014990497907092339,0.22923307046978966,0.2593306100684708
IFRD1,0.01564833004600369,0.22976790341431247,0.2599130397051892
AGPAT5,-0.009802750968060409,0.22977909871200475,0.2599130397051892
SLC5A4,0.01407147634954592,0.23071260989497247,0.26095126120205125
ZSCAN16,0.008341405167312514,0.2314891909003241,0.2617940873541229
ATP13A4,0.018419047134641466,0.23147427367219406,0.2617940873541229
ARIH2,-0.008230597242052592,0.2318844423579443,0.26222328633637243
FIGLA,0.015094523547236484,0.23207958951684737,0.26242615727140833
ZNF572,0.00644897387044586,0.2323525149890365,0.26271694326077516
ERN2,0.008069056332659955,0.232468601493898,0.26283036673412824
ESF1,-0.008530256708762073,0.23320876671891713,0.26364931401655595
DHX37,0.007424734632188207,0.23355670344561036,0.26402475450903273
VMAC,-0.01688595537956852,0.2337545717439781,0.264230510347419
SET,-0.010370902944240803,0.23409928762692503,0.26460221996982153
MYO5C,0.009723700864250874,0.23457067665304487,0.26511704800232905
GKN2,0.004949231833557423,0.23473673627814592,0.26528673946008974
SMPD1,-0.0044410606757740905,0.23478806902752947,0.2653267585972298
NOTO,0.00841957889149168,0.23530803411940643,0.26587829404433067
LRMP,-0.004365160772832338,0.23530014541074984,0.26587829404433067
OR1L6,0.02029785292135402,0.23543515224016331,0.2660038902251055
UBE2I,0.005350522441054035,0.2356100782154397,0.26618348090726013
C1orf218,0.011299037541664269,0.23576933998998684,0.2663453516095953
TMPRSS11D,0.008849182140449965,0.23579361526520093,0.26635471832831537
BRAF,0.00819888992837477,0.23595902645737177,0.2665235014495793
PCLKC,0.007748669060043147,0.2364311407599168,0.2670386694878171
PHOSPHO1,-0.005042640386710505,0.2365116744917284,0.2671115244818816
LOC285045,-0.014064296453370765,0.23659231625331215,0.26718449159970137
TTK,0.015988392070918636,0.23663141064163434,0.26721053242069487
CLDN18,0.006884736320324946,0.23666047499033513,0.2672252442904828
CARS2///ING1,0.0073742121905301,0.23671017274581535,0.2672632508053572
KRTAP9-9,0.004136893919213739,0.23712242833769387,0.2677105789850495
COBL,0.009077409643811384,0.23786677437045006,0.26853275036306345
SMCP,0.006652131730051358,0.23790626260569603,0.2685591356226337
FREQ,0.01601898935487983,0.23796833075926058,0.26861100479389816
VSTM3,-0.005213270477908358,0.2381462919775469,0.2687936744455324
TMOD2,0.007204528042346414,0.23821231045943086,0.26883177173885653
EIF2AK3,-0.01106061620877749,0.23819980655280343,0.26883177173885653
SCN9A,-0.011004975631477298,0.23834036180759946,0.26894079986627667
STATH,0.010073833334843227,0.23834119853727642,0.26894079986627667
PTPRS,0.00633187790150401,0.23894109742537678,0.2695994615408273
IWS1,-0.007477735364787349,0.23927461908979272,0.269957498477475
EHF,-0.007043637549523321,0.23955761299934328,0.27025848371952177
C22orf15,0.005617199064020136,0.24069327730506138,0.27152130876059727
LOC643609,-0.004583568961919041,0.24103868853797908,0.27189255437601595
LACTB2,-0.011554345466089987,0.24189284948156906,0.27283758249362844
PRSS21,0.004033719765586148,0.24234273185790747,0.27332651666194047
YIPF2,-0.007957033017465996,0.24249357935911786,0.2734781406632607
ZFYVE28,-0.010460378113644954,0.24254347382593683,0.2735158995625236
ZNF665,0.008642259485709063,0.24293042951042926,0.2739337310435643
KIAA0922,0.008843385659457574,0.24305284223491838,0.2740532216660586
PPFIA3,0.010081052217392653,0.24310811079669148,0.2740969931201669
TPSAB1,0.003205514151668175,0.2437365383999809,0.2747869343006077
PAPD4,-0.011334537328611045,0.24503692455020468,0.27623429243029435
RPL27,0.00789990664006577,0.24524509499508562,0.2764502646958064
LOC285191,0.0074710123744298335,0.24561525419076535,0.27684879571394166
LIN7A,0.009148627243702696,0.24611193899512918,0.27738987835068196
DAZ4,-0.004960292810446881,0.24651553529539363,0.2778259759341566
DSG4,-0.009434906349307584,0.24682663785896783,0.27815778002852776
LOC145474,0.010924976987538533,0.24686219822906313,0.27817904187781367
CLDN17,-0.005350760181868905,0.24709057775966484,0.2784175662848776
TREML3,0.00732695998742551,0.24713609717966858,0.278450028627586
RNF215,0.005281848139576745,0.24719922432136437,0.2785023239869661
AKAP9,-0.005868243298648038,0.24755874914167977,0.2788885205311622
GALR3,-0.004839613569463733,0.24760984454145923,0.27892722567693345
SNORD58A,0.010911542393884532,0.24776401939469406,0.27908203455408825
ZNF614,-0.006297926234631709,0.24841420991927987,0.2797954980800865
C9orf82,0.008055647487748722,0.24881624906674973,0.28022938459369545
SIVA1,-0.006994963602821043,0.2491210564142659,0.28055371251519406
FAM82B,-0.012981278997626862,0.24927109579058584,0.28070371268105976
CEP55,0.017825812363622358,0.2493529847127865,0.2807769536626714
TACSTD2,-0.007089991580610026,0.24938627931802282,0.2807954701726711
AHCTF1P,0.006502258170908568,0.24993960488806613,0.28139947137725385
C6orf15,0.0057320729389562335,0.2500228447306589,0.2814741713681732
OR51L1,-0.015651049743755904,0.2503566028953604,0.2818308741909265
MAP2K2,0.006293935650691189,0.2504442346736408,0.28191047869505204
VGLL4,0.010023536830784871,0.2509036740722084,0.28240856634510514
FLG2,0.015617517041491683,0.2514838838732944,0.28304251255332824
ICHTHYIN,-0.0192603982571872,0.25242293480654715,0.2840802178440131
DALRD3,-0.005135730673938771,0.25257108167168535,0.2842277488504163
PIK3CA,0.009997027315241422,0.25277578376258947,0.28443889935983463
FLJ45831,0.003913905934838709,0.253133060336996,0.28482169597945317
ATP10B,-0.018687149238606926,0.2532429059589548,0.284926053939641
NOV,-0.02469863601723854,0.253678787665664,0.2853971994099801
ITIH5L,0.005352890175350324,0.2537007111959119,0.28540259578536936
FBXL20,0.008482872992356689,0.25387848402390484,0.28558330348146016
SLC25A10,0.006528615393666108,0.2547075540715719,0.2864965697636635
AAA1,0.005810112926897482,0.2547598976846277,0.2865361052252049
HPX,-0.003701748514629134,0.2551125607247064,0.28691339082921696
SPAG4L,-0.005710722214080543,0.25596961485267083,0.28785785274024206
C18orf56,-0.0240091019562359,0.2562204061073654,0.2881204431724905
TNRC21,0.00403752134923567,0.2563709578882605,0.28827028625168505
NUDT16L1,-0.00579841738999589,0.2571120844829906,0.2890841222471193
LOC149134,0.00814824511798089,0.25727406897887406,0.28924673360301967
PARK2,-0.018125406412623793,0.2575503836584097,0.2895378528829346
HIST4H4,0.0192222413499486,0.2583399077677807,0.290405843432427
C5orf37,-0.0077709443570577325,0.2587710393112261,0.29087086671718526
LBX1,-0.01077012145673207,0.2595090484143963,0.29168074887208284
ATP11A,0.013672702278220678,0.2596074899297549,0.29177171458753864
KIR2DL4,-0.00436365725584139,0.2598493420526669,0.2920238357138954
B3GNT7,-0.0047738559739593164,0.2598908993969763,0.2920508427777472
C9orf97,-0.008500564693437442,0.2600055348277376,0.2921599617241685
UBAP2L,-0.006740160828867888,0.2601564464012843,0.29230982555667195
B4GALNT2,0.007733676649816317,0.2602975917671993,0.2924486966834283
OR10D3P,-0.006820200373287441,0.2610189091602961,0.29323933811414915
C10orf79,0.006307202112375641,0.26131121671294943,0.2935479382030868
KRTAP20-1,0.008786599169255803,0.261441010341455,0.2936739465001689
TSPAN16,-0.004548084567086497,0.2620910867341497,0.2943843265932779
MBD2,-0.008744627926728997,0.26216322882261767,0.29444551089169646
DGAT2L3,0.009469266159677414,0.2625759602226457,0.2948693174169531
CCR10,-0.008589064871255393,0.2625612537557772,0.2948693174169531
NLRP12,0.004016907514811586,0.2626120245191837,0.2948899445139944
LOC284576,-0.006679425721231357,0.26343843431339775,0.2957979967251843
MYO3A,0.007779020513429219,0.26361164271103094,0.29597253834635623
RBP3,-0.00908329511678303,0.2643275734467779,0.29675636218534707
NUDT1,0.00952090207694473,0.26435188800937787,0.29676366624819944
RSRC1,-0.009136938162648451,0.2646311504446874,0.29705715668644467
ZNF573,0.009907353459379487,0.2647792383912164,0.2972033698337081
AQP8,0.005353356547294021,0.2656143571721154,0.29812067406992193
GTPBP10///CLDN12,0.017292999648089176,0.265816156804937,0.298327076845196
C3orf55,0.022962449126607748,0.26599978863827295,0.2985130633623934
RIMS4,0.010499405378405574,0.2664367138405639,0.29898325922149205
PRAMEF8,0.004667103583547976,0.26655019022338283,0.2990904565269983
HSH2D,-0.0038761687779637973,0.26659927626741325,0.29912539319419434
C19orf28,-0.003504915631468053,0.2666400611684065,0.29915101187035115
FBXO5,0.013238140708876106,0.26672531410348826,0.2992265136811989
FCRL6,0.004202387879904458,0.2669962869890178,0.29951034172904695
ATP4B,-0.010994695437963834,0.2670471049585021,0.29954718342948833
CTSE,-0.005093244230283683,0.2670804970519768,0.2995644748518638
LOC148638,0.004594979868404357,0.2671418040796891,0.2996130719601521
KIAA1147,0.009182749352188213,0.2672160380215137,0.29967615974093176
KRT73,0.003991411818448736,0.26771927255791345,0.300220320182037
DPY19L1P1,0.007405030730569544,0.2680847319807106,0.30060991681088495
RGS8,0.006464555960752416,0.26818697177346956,0.3007043263109337
XPO6,-0.0047319812975068765,0.2682249702661141,0.30072669747120534
SAG,0.013542107885465383,0.26824469595836226,0.3007285800222113
FAM55A,0.007852464245822068,0.26839476697672127,0.3008765823679841
MAGEA3,-0.015148554932778922,0.26842339679859467,0.3008884356418527
KRT84,-0.009339945926962193,0.26898375758812787,0.30149628953040714
KIF5A,0.012701195223913709,0.26900383120099125,0.3014985097614553
MGRN1,-0.013231249060799269,0.2693284662936887,0.3018420581288606
SPACA3,0.005426976471995273,0.26953050978087567,0.30204817854663835
DEFA11P,0.017151943193207314,0.2698254192465394,0.3023415703863368
INHBC,-0.0036750000517361825,0.26982860266356223,0.3023415703863368
ZNF429,0.02032040200074299,0.27037726593288786,0.3029359752239389
DNAJA1,-0.009695093526172077,0.2704971532583556,0.303049923483746
ERLIN2,0.0066965799299137044,0.27061713923003056,0.3031639669330574
CNGA3,0.010590181320583519,0.2706436608067023,0.30317329683267596
SPAG4,0.007478408050544488,0.27157690053785954,0.30419825707890646
F2RL2,0.0061876064402753075,0.27160477504242586,0.30420903154368767
PTH,-0.006238236806282299,0.27175867309534474,0.3043609468687966
UNC13B,0.0048306433858956235,0.27188225812678046,0.3044788944505826
GPR101,0.007740356816114638,0.2733285361489723,0.30607800056356926
LOC344657,-0.008889939979669817,0.27408123503805676,0.3069002621068524
RASSF6,-0.008719888014216873,0.2741125734534478,0.3069147298278744
LOC497256,-0.006180033294975136,0.2743492090988811,0.307159044640134
hCG_1651889,-0.010151859526731047,0.274443331023595,0.30724378019329446
OR2T6,-0.004717691158125328,0.2749561615408196,0.3077972239632015
FLJ25791,-0.008923505757563182,0.2750316164094069,0.30786100999841176
ATP1A4,-0.005042972838167252,0.275145800574792,0.30796813680671237
MYOCD,-0.005225686493700438,0.27534756035836966,0.30817326521672855
IPMK,-0.0067675480911749564,0.27624061875791,0.3091520262580129
MRGPRX4,-0.003541772368269981,0.27707189821178413,0.31006152117394203
CST9L,-0.007262894168485731,0.27725276072448063,0.3102430838512453
CLDN12,0.006877985281101294,0.27764152991762364,0.31063639415518196
SDCBP2,-0.008721929663889749,0.27763320763972815,0.31063639415518196
POU3F4,0.005654245380425312,0.27778666464019,0.31077791067902827
PLVAP,0.004313452766741398,0.27802871788448424,0.31102782994273936
MAPK8IP3,-0.0032903974630331834,0.27831184583330837,0.31132366241298587
PAX3,-0.005551754493277217,0.27860791515560407,0.3116339306049796
OR2F1,0.0057995408562060875,0.27878003181813915,0.3118055205193282
HYAL4,0.005957330761460863,0.278978041336786,0.3120060456937048
TCP11L1,0.006104527751910824,0.27933156668820325,0.31238045951897314
ACTRT1,-0.009377727585979045,0.2795941306153499,0.3126531064671984
PRM1,0.00782085436561332,0.2796510984830488,0.3126958266873465
NUDCD2,0.007238396019852062,0.27981200629984243,0.3128547552992871
HBG1,-0.029225873262605298,0.27995117516234375,0.31298935812850026
PPYR1,-0.008290500199432706,0.28017713202463435,0.31322096659455967
REG1A,0.007002890952862141,0.28063065156015665,0.3137069281276213
SLC25A31,0.022411304639293188,0.28103599707314697,0.3141389760683473
LOC400236,0.008286070184450378,0.28133560058771967,0.31445277672504934
FAM133B,-0.006689357443718111,0.2814740354686456,0.3145864069114359
UBL7,0.008434192167125529,0.2815014211825287,0.31459591459899794
KIAA1706,0.004284791199445243,0.28175348678854867,0.3148564983801217
RHOT2,-0.006018618208029588,0.2821173739647034,0.3152419982396444
SLCO1B3,0.026754454169757524,0.28220664347704466,0.31529946408994114
MRPL10,0.004123561391273886,0.2821883129322939,0.31529946408994114
DDX43,0.020540385461434135,0.28237975505205787,0.31547172420136044
OR11H6,0.010877426486098218,0.28366300838875846,0.3168841168995288
PHF6,0.008507930924948733,0.28398235692108426,0.31721960019660467
LOC339760,-0.01606065166713129,0.2843470011673465,0.31760563224429667
WDR62,-0.005862641407838547,0.2850686337239816,0.31839032924774996
SAAL1,0.007920133702642277,0.2851327498688343,0.3184405967303971
MGC23985,-0.005801395916685846,0.28530448881310316,0.3186110442019536
SAP18,0.006626200241906719,0.2853921690757593,0.31868760339599633
CCL19,-0.021609312606979663,0.28558076971255786,0.31887683908403003
CD97,-0.014305341968389153,0.28580162576524454,0.3191020630989638
AKAP1,-0.005977831304844871,0.2858597952506351,0.3191456269634586
ALG6,0.006818728853564826,0.28614179651173904,0.3194390632459047
KIAA1328,0.00559853546230738,0.28628158042377033,0.3195737041922367
PBRM1,-0.00658344300208753,0.2864866579174715,0.3197812088912014
ABCA9,-0.014070314688226629,0.2866402463570462,0.3199312166975096
LOC401015///FAM133B,-0.017826813080902004,0.28729772806048515,0.3206435831759376
LOC441461,0.006722473451203614,0.2875011747684878,0.3208491545902813
HIBCH,0.013984244193486775,0.2877055390061137,0.321055722359732
UBR4,0.00542998255838298,0.28776903166135237,0.32110507188996756
DUSP21,0.005567987390613113,0.2879110485046633,0.3212420296137737
ZNF514,0.013409708146161908,0.2881444837757629,0.32148096395549763
OR51F2,0.008051309001522504,0.28825654876341605,0.3215844633188435
EHMT2,0.008906357533086093,0.2889267675190086,0.32231059405119555
DLGAP3,-0.013008887106924188,0.28938595347496515,0.32278374835158974
COL28A1,0.007916443701528664,0.28938965436706376,0.32278374835158974
BAHD1,-0.005179374613864802,0.289458820026586,0.3228392863210648
HOXA10,-0.010302721372581772,0.2897396722730793,0.32313089939489986
CPOX,-0.015073618500747912,0.290425050260273,0.32387358880661105
